0	0
0.01	0.0001
0.02	0
0.03	0
0.04	0.0001
0.05	0.0001
0.06	0.0001
0.07	0.0007
0.08	0.0007
0.09	0.0009
0.1	0.0016
0.11	0.0021
0.12	0.0039
0.13	0.0051
0.14	0.0084
0.15	0.0093
0.16	0.0137
0.17	0.0212
0.18	0.0285
0.19	0.0402
0.2	0.0482
0.21	0.0674
0.22	0.0913
0.23	0.1224
0.24	0.1498
0.25	0.1969
0.26	0.2528
0.27	0.3146
0.28	0.3976
0.29	0.494
0.3	0.5815
0.31	0.7164
0.32	0.8556
0.33	1.0211
0.34	1.2114
0.35	1.3799
0.36	1.6015
0.37	1.8103
0.38	2.0482
0.39	2.3053
0.4	2.5442
0.41	2.7537
0.42	3.0094
0.43	3.2315
0.44	3.4118
0.45	3.6045
0.46	3.7556
0.47	3.8644
0.48	3.9609
0.49	3.951
0.5	3.9661
0.51	3.9672
0.52	3.853
0.53	3.7564
0.54	3.6289
0.55	3.4568
0.56	3.2397
0.57	3.0412
0.58	2.7815
0.59	2.5558
0.6	2.3106
0.61	2.0428
0.62	1.8459
0.63	1.6023
0.64	1.3974
0.65	1.1969
0.66	1.03
0.67	0.846
0.68	0.713
0.69	0.583
0.7	0.4953
0.71	0.3968
0.72	0.321
0.73	0.2638
0.74	0.1992
0.75	0.1529
0.76	0.117
0.77	0.0949
0.78	0.0657
0.79	0.0552
0.8	0.0389
0.81	0.0287
0.82	0.0192
0.83	0.015
0.84	0.0088
0.85	0.0083
0.86	0.0041
0.87	0.0031
0.88	0.0026
0.89	0.0016
0.9	0.0013
0.91	0.0008
0.92	0.0007
0.93	0.0002
0.94	0.0002
0.95	0.0002
0.96	0
0.97	0
0.98	0.0001
0.99	0
