    0.000000000000000e+00 	                       inf
    1.000000000000000e-01 	    9.5135076986687306e+00
    2.000000000000000e-01 	    4.5908437119988026e+00
    3.000000000000000e-01 	    2.9915689876875904e+00
    4.000000000000000e-01 	    2.2181595437576882e+00
    5.000000000000000e-01 	    1.7724538509055161e+00
    6.000000000000001e-01 	    1.4891922488128169e+00
    7.000000000000001e-01 	    1.2980553326475577e+00
    8.000000000000000e-01 	    1.1642297137253033e+00
    9.000000000000000e-01 	    1.0686287021193193e+00
    1.000000000000000e+00 	    1.0000000000000000e+00
    1.100000000000000e+00 	    9.5135076986687317e-01
    1.200000000000000e+00 	    9.1816874239976054e-01
    1.300000000000000e+00 	    8.9747069630627718e-01
    1.400000000000000e+00 	    8.8726381750307526e-01
    1.500000000000000e+00 	    8.8622692545275805e-01
    1.600000000000000e+00 	    8.9351534928769027e-01
    1.700000000000000e+00 	    9.0863873285329055e-01
    1.800000000000000e+00 	    9.3138377098024272e-01
    1.900000000000000e+00 	    9.6176583190738751e-01
    2.000000000000000e+00 	    1.0000000000000000e+00
    2.100000000000000e+00 	    1.0464858468535605e+00
    2.200000000000000e+00 	    1.1018024908797128e+00
    2.300000000000000e+00 	    1.1667119051981605e+00
    2.400000000000000e+00 	    1.2421693445043056e+00
    2.500000000000000e+00 	    1.3293403881791370e+00
    2.600000000000000e+00 	    1.4296245588603045e+00
    2.700000000000000e+00 	    1.5446858458505941e+00
    2.800000000000000e+00 	    1.6764907877644373e+00
    2.900000000000000e+00 	    1.8273550806240368e+00
    3.000000000000000e+00 	    2.0000000000000000e+00
    3.100000000000000e+00 	    2.1976202783924772e+00
    3.200000000000000e+00 	    2.4239654799353683e+00
    3.300000000000000e+00 	    2.6834373819557693e+00
    3.400000000000000e+00 	    2.9812064268103340e+00
    3.500000000000000e+00 	    3.3233509704478426e+00
    3.600000000000000e+00 	    3.7170238530367916e+00
    3.700000000000000e+00 	    4.1706517837966040e+00
    3.800000000000000e+00 	    4.6941742057404250e+00
    3.900000000000000e+00 	    5.2993297338097074e+00
    4.000000000000000e+00 	    6.0000000000000000e+00
    4.100000000000001e+00 	    6.8126228630166832e+00
    4.200000000000000e+00 	    7.7566895357931784e+00
    4.300000000000000e+00 	    8.8553433604540359e+00
    4.400000000000000e+00 	    1.0136101851155136e+01
    4.500000000000000e+00 	    1.1631728396567450e+01
    4.600000000000001e+00 	    1.3381285870932462e+01
    4.700000000000000e+00 	    1.5431411600047435e+01
    4.800000000000001e+00 	    1.7837861981813628e+01
    4.900000000000000e+00 	    2.0667385961857860e+01
    5.000000000000000e+00 	    2.4000000000000000e+01
    5.100000000000001e+00 	    2.7931753738368403e+01
    5.200000000000000e+00 	    3.2578096050331354e+01
    5.300000000000001e+00 	    3.8077976449952409e+01
    5.400000000000000e+00 	    4.4598848145082599e+01
    5.500000000000000e+00 	    5.2342777784553526e+01
    5.600000000000001e+00 	    6.1553915006289337e+01
    5.700000000000000e+00 	    7.2527634520222946e+01
    5.800000000000001e+00 	    8.5621737512705423e+01
    5.900000000000000e+00 	    1.0127019121310353e+02
    6.000000000000000e+00 	    1.2000000000000000e+02
    6.100000000000001e+00 	    1.4245194406567887e+02
    6.200000000000000e+00 	    1.6940609946172304e+02
    6.300000000000001e+00 	    2.0181327518474779e+02
    6.400000000000000e+00 	    2.4083377998344605e+02
    6.500000000000000e+00 	    2.8788527781504439e+02
    6.600000000000001e+00 	    3.4470192403522032e+02
    6.700000000000000e+00 	    4.1340751676527083e+02
    6.800000000000001e+00 	    4.9660607757369149e+02
    6.900000000000000e+00 	    5.9749412815731091e+02
    7.000000000000000e+00 	    7.2000000000000000e+02
    7.100000000000001e+00 	    8.6895685880064116e+02
    7.200000000000000e+00 	    1.0503178166626828e+03
    7.300000000000001e+00 	    1.2714236336639112e+03
    7.400000000000000e+00 	    1.5413361918940548e+03
    7.500000000000000e+00 	    1.8712543057977884e+03
    7.600000000000001e+00 	    2.2750326986324544e+03
    7.700000000000000e+00 	    2.7698303623273146e+03
    7.800000000000001e+00 	    3.3769213275011025e+03
    7.900000000000000e+00 	    4.1227094842854458e+03
    8.000000000000000e+00 	    5.0400000000000000e+03
    8.100000000000000e+00 	    6.1695936974845426e+03
    8.200000000000001e+00 	    7.5622882799713307e+03
    8.300000000000001e+00 	    9.2813925257465526e+03
    8.400000000000000e+00 	    1.1405887820016005e+04
    8.500000000000000e+00 	    1.4034407293483413e+04
    8.600000000000000e+00 	    1.7290248509606619e+04
    8.700000000000001e+00 	    2.1327693789920362e+04
    8.800000000000001e+00 	    2.6339986354508601e+04
    8.900000000000000e+00 	    3.2569404925855022e+04
    9.000000000000000e+00 	    4.0320000000000000e+04
    9.100000000000000e+00 	    4.9973708949624794e+04
    9.200000000000001e+00 	    6.2010763895764918e+04
    9.300000000000001e+00 	    7.7035557963696396e+04
    9.400000000000000e+00 	    9.5809457688134455e+04
    9.500000000000000e+00 	    1.1929246199460901e+05
    9.600000000000001e+00 	    1.4869613718261744e+05
    9.700000000000001e+00 	    1.8555093597230717e+05
    9.800000000000001e+00 	    2.3179187991967570e+05
    9.900000000000000e+00 	    2.8986770384010969e+05
    1.000000000000000e+01 	    3.6288000000000000e+05
